id,created_at,updated_at,date,attributed_sales_same_sku1d,roas_clicks14d,units_sold_clicks1d,attributed_sales_same_sku14d,sales7d,attributed_sales_same_sku30d,kindle_edition_normalized_pages_royalties14d,units_sold_same_sku1d,campaign_status,advertised_sku,sales_other_sku7d,purchases_same_sku7d,campaign_budget_amount,purchases7d,units_sold_same_sku30d,cost_per_click,units_sold_clicks14d,ad_group_name,campaign_id,click_through_rate,kindle_edition_normalized_pages_read14d,acos_clicks14d,units_sold_clicks30d,qualified_borrows,portfolio_id,ad_id,campaign_budget_currency_code,roas_clicks7d,units_sold_same_sku14d,units_sold_clicks7d,attributed_sales_same_sku7d,royalty_qualified_borrows,sales1d,ad_group_id,add_to_list,purchases_same_sku14d,units_sold_other_sku7d,spend,purchases_same_sku1d,campaign_budget_type,advertised_asin,purchases1d,units_sold_same_sku7d,cost,retailer,sales14d,acos_clicks7d,sales30d,impressions,purchases_same_sku30d,purchases14d,purchases30d,clicks,campaign_name,report_type_request,country_code_request,customer_request,file_name_request,parse_time_request
34841,2026-04-21 01:59:19.956075,2026-04-21 01:59:19.956075,2026-04-04,339.83,0.8284781868780907,19,359.82,413.8,359.82,0,17,ENABLED,IBM_MGMB_06G1FR,53.98,18,1.0,20,18,3.1216875,20,Inner-SP-KW-gumm-magnesium glaycinate-PM-CPC-56,399896724869227,1.7410228509249184,0,120.70323827936203,20,0,269179459475581.0,502232459977664,USD,0.8284781868780907,18,20,359.82,0,393.81,423666555472075,0,18,2,499.47,17,DAILY_BUDGET,B0DKT3PXRP,19,18,499.47,Amazon,413.8,120.70323827936203,413.8,9190,18,20,20,160,Inner-SP-KW-gumm-magnesium glaycinate-PM-CPC-56,spAdvertisedProduct,US,INNERBRIGHTNESS,spAdvertisedProduct_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:19
34842,2026-04-21 01:59:19.956075,2026-04-21 01:59:19.956075,2026-04-05,379.81,1.136211127247233,25,521.73,638.7,521.73,0,19,ENABLED,IBM_MGMB_06G1FR,158.94,24,1.0,30,27,3.1364921465968587,33,Inner-SP-KW-gumm-magnesium glaycinate-PM-CPC-56,399896724869227,2.0130691399662735,0,88.01181189122484,33,0,269179459475581.0,502232459977664,USD,1.0661525364314688,27,30,479.76,0,538.75,423666555472075,0,27,6,599.07,19,DAILY_BUDGET,B0DKT3PXRP,25,24,599.07,Amazon,680.67,93.79520901831846,680.67,9488,27,33,33,191,Inner-SP-KW-gumm-magnesium glaycinate-PM-CPC-56,spAdvertisedProduct,US,INNERBRIGHTNESS,spAdvertisedProduct_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:19
34843,2026-04-21 01:59:19.956075,2026-04-21 01:59:19.956075,2026-04-06,759.62,1.2205959161340065,44,819.59,981.53,819.59,0,38,ENABLED,IBM_MGMB_06G1FR,161.94,37,1.0,43,41,3.1289494163424125,47,Inner-SP-KW-gumm-magnesium glaycinate-PM-CPC-56,399896724869227,1.9500720843766597,0,81.92719529713814,47,0,269179459475581.0,502232459977664,USD,1.2205959161340065,41,47,819.59,0,921.56,423666555472075,0,37,6,804.14,34,DAILY_BUDGET,B0DKT3PXRP,40,41,804.14,Amazon,981.53,81.92719529713814,981.53,13179,37,43,43,257,Inner-SP-KW-gumm-magnesium glaycinate-PM-CPC-56,spAdvertisedProduct,US,INNERBRIGHTNESS,spAdvertisedProduct_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:19
34844,2026-04-21 01:59:19.956075,2026-04-21 01:59:19.956075,2026-04-07,199.9,0.8674166331860185,12,239.88,323.85,239.88,0,10,ENABLED,IBM_MGMB_06G1FR,83.97,12,1.0,15,12,2.916796875,15,Inner-SP-KW-gumm-magnesium glaycinate-PM-CPC-56,399896724869227,1.1695906432748537,0,115.28485409911997,15,0,269179459475581.0,502232459977664,USD,0.8674166331860185,12,15,239.88,0,255.88,423666555472075,0,12,3,373.35,10,DAILY_BUDGET,B0DKT3PXRP,12,12,373.35,Amazon,323.85,115.28485409911997,323.85,10944,12,15,15,128,Inner-SP-KW-gumm-magnesium glaycinate-PM-CPC-56,spAdvertisedProduct,US,INNERBRIGHTNESS,spAdvertisedProduct_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:19
34845,2026-04-21 01:59:19.956075,2026-04-21 01:59:19.956075,2026-04-08,79.96,0.8458815199433563,7,113.94,211.91,113.94,0,4,ENABLED,IBM_MGMB_06G1FR,111.96,5,1.0,9,6,2.9658999999999995,11,Inner-SP-KW-gumm-magnesium glaycinate-PM-CPC-56,399896724869227,1.09217999126256,0,118.21986607142856,11,0,269179459475581.0,502232459977664,USD,0.7144880137563641,6,9,99.95,0,163.93,423666555472075,0,6,4,296.59,4,DAILY_BUDGET,B0DKT3PXRP,7,5,296.59,Amazon,250.88,139.96036053041385,250.88,9156,6,11,11,100,Inner-SP-KW-gumm-magnesium glaycinate-PM-CPC-56,spAdvertisedProduct,US,INNERBRIGHTNESS,spAdvertisedProduct_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:19
34846,2026-04-21 01:59:19.956075,2026-04-21 01:59:19.956075,2026-04-09,299.85,1.5184031383408332,17,313.84,380.81,313.84,0,15,ENABLED,IBM_MGMB_06G1FR,80.96,14,1.0,17,16,2.9214606741573035,19,Inner-SP-KW-gumm-magnesium glaycinate-PM-CPC-56,399896724869227,0.9920856091851522,0,65.85866261398175,19,0,269179459475581.0,502232459977664,USD,1.4645975154801738,16,18,299.85,0,355.83,423666555472075,0,15,3,260.01,14,DAILY_BUDGET,B0DKT3PXRP,16,15,260.01,Amazon,394.8,68.27814395630367,394.8,8971,15,18,18,89,Inner-SP-KW-gumm-magnesium glaycinate-PM-CPC-56,spAdvertisedProduct,US,INNERBRIGHTNESS,spAdvertisedProduct_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:19
34847,2026-04-21 01:59:19.956075,2026-04-21 01:59:19.956075,2026-04-10,339.83,1.503761242845462,18,339.83,367.82,339.83,0,17,ENABLED,IBM_MGMB_06G1FR,27.99,16,1.0,17,17,2.8776470588235292,18,Inner-SP-KW-gumm-magnesium glaycinate-PM-CPC-56,399896724869227,0.9851645804357904,0,66.49991843836659,18,0,269179459475581.0,502232459977664,USD,1.503761242845462,17,18,339.83,0,367.82,423666555472075,0,16,1,244.6,16,DAILY_BUDGET,B0DKT3PXRP,17,17,244.6,Amazon,367.82,66.49991843836659,367.82,8628,16,17,17,85,Inner-SP-KW-gumm-magnesium glaycinate-PM-CPC-56,spAdvertisedProduct,US,INNERBRIGHTNESS,spAdvertisedProduct_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:19
34862,2026-04-21 01:59:19.956075,2026-04-21 01:59:19.956075,2026-04-04,87.96,0.6416181672943057,4,112.45,112.45,112.45,0,4,ENABLED,IBU_BBUF_06C1,0.0,5,300.0,5,5,3.7289361702127657,5,Inner-SP-KW-Berberine Capsules-EM-berberine supplement-2k,158485660571374,1.7857142857142856,0,155.8559359715429,5,0,189812334889736.0,465382485221414,USD,0.6416181672943057,5,5,112.45,0,87.96,496839653442133,0,5,0,175.26,4,DAILY_BUDGET,B0G25Y3DVZ,4,5,175.26,Amazon,112.45,155.8559359715429,112.45,2632,5,5,5,47,Inner-SP-KW-Berberine Capsules-EM-berberine supplement-2k,spAdvertisedProduct,US,INNERBRIGHTNESS,spAdvertisedProduct_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:19
34863,2026-04-21 01:59:19.956075,2026-04-21 01:59:19.956075,2026-04-05,241.89,1.292768959435626,11,263.88,263.88,263.88,0,11,ENABLED,IBU_BBUF_06C1,0.0,12,300.0,12,12,3.851320754716981,12,Inner-SP-KW-Berberine Capsules-EM-berberine supplement-2k,158485660571374,2.0711215318483784,0,77.35334242837654,12,0,189812334889736.0,465382485221414,USD,1.292768959435626,12,12,263.88,0,241.89,496839653442133,0,12,0,204.12,11,DAILY_BUDGET,B0G25Y3DVZ,11,12,204.12,Amazon,263.88,77.35334242837654,263.88,2559,12,12,12,53,Inner-SP-KW-Berberine Capsules-EM-berberine supplement-2k,spAdvertisedProduct,US,INNERBRIGHTNESS,spAdvertisedProduct_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:19
34864,2026-04-21 01:59:19.956075,2026-04-21 01:59:19.956075,2026-04-06,131.94,0.9688467731945993,6,156.43,156.43,156.43,0,6,ENABLED,IBU_BBUF_06C1,0.0,7,300.0,7,7,3.5100000000000002,7,Inner-SP-KW-Berberine Capsules-EM-berberine supplement-2k,158485660571374,1.5834767641996557,0,103.21549574889728,7,0,189812334889736.0,465382485221414,USD,0.9688467731945993,7,7,156.43,0,131.94,496839653442133,0,7,0,161.46,6,DAILY_BUDGET,B0G25Y3DVZ,6,7,161.46,Amazon,156.43,103.21549574889728,156.43,2905,7,7,7,46,Inner-SP-KW-Berberine Capsules-EM-berberine supplement-2k,spAdvertisedProduct,US,INNERBRIGHTNESS,spAdvertisedProduct_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:19
34865,2026-04-21 01:59:19.956075,2026-04-21 01:59:19.956075,2026-04-07,95.96,0.7196640167991599,4,95.96,95.96,95.96,0,4,ENABLED,IBU_BBUF_06C1,0.0,4,300.0,4,4,3.921764705882353,4,Inner-SP-KW-Berberine Capsules-EM-berberine supplement-2k,158485660571374,2.9209621993127146,0,138.9537307211338,4,0,189812334889736.0,465382485221414,USD,0.7196640167991599,4,4,95.96,0,95.96,496839653442133,0,4,0,133.34,4,DAILY_BUDGET,B0G25Y3DVZ,4,4,133.34,Amazon,95.96,138.9537307211338,95.96,1164,4,4,4,34,Inner-SP-KW-Berberine Capsules-EM-berberine supplement-2k,spAdvertisedProduct,US,INNERBRIGHTNESS,spAdvertisedProduct_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:19
34866,2026-04-21 01:59:19.956075,2026-04-21 01:59:19.956075,2026-04-08,0.0,0.0,0,0.0,0.0,0.0,0,0,ENABLED,IBU_BBUF_06C1,0.0,0,300.0,0,0,3.4528571428571433,0,Inner-SP-KW-Berberine Capsules-EM-berberine supplement-2k,158485660571374,0.667302192564347,0,nan,0,0,189812334889736.0,465382485221414,USD,0.0,0,0,0.0,0,0.0,496839653442133,0,0,0,24.17,0,DAILY_BUDGET,B0G25Y3DVZ,0,0,24.17,Amazon,0.0,nan,0.0,1049,0,0,0,7,Inner-SP-KW-Berberine Capsules-EM-berberine supplement-2k,spAdvertisedProduct,US,INNERBRIGHTNESS,spAdvertisedProduct_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:19
34867,2026-04-21 01:59:19.956075,2026-04-21 01:59:19.956075,2026-04-09,97.96,2.0209605545469547,4,122.45,122.45,122.45,0,4,ENABLED,IBU_BBUF_06C1,0.0,5,300.0,5,5,2.2440740740740743,5,Inner-SP-KW-Berberine Capsules-EM-berberine supplement-2k,158485660571374,0.5512454062882809,0,49.48142098815843,5,0,189812334889736.0,465382485221414,USD,2.0209605545469547,5,5,122.45,0,97.96,496839653442133,0,5,0,60.59,4,DAILY_BUDGET,B0G25Y3DVZ,4,5,60.59,Amazon,122.45,49.48142098815843,122.45,4898,5,5,5,27,Inner-SP-KW-Berberine Capsules-EM-berberine supplement-2k,spAdvertisedProduct,US,INNERBRIGHTNESS,spAdvertisedProduct_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:19
34868,2026-04-21 01:59:19.956075,2026-04-21 01:59:19.956075,2026-04-10,0.0,0.0,0,0.0,0.0,0.0,0,0,ENABLED,IBU_BBUF_06C1,0.0,0,300.0,0,0,1.7853846153846153,0,Inner-SP-KW-Berberine Capsules-EM-berberine supplement-2k,158485660571374,0.3418353931107021,0,nan,0,0,189812334889736.0,465382485221414,USD,0.0,0,0,0.0,0,0.0,496839653442133,0,0,0,23.21,0,DAILY_BUDGET,B0G25Y3DVZ,0,0,23.21,Amazon,0.0,nan,0.0,3803,0,0,0,13,Inner-SP-KW-Berberine Capsules-EM-berberine supplement-2k,spAdvertisedProduct,US,INNERBRIGHTNESS,spAdvertisedProduct_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:19
34883,2026-04-21 01:59:19.956075,2026-04-21 01:59:19.956075,2026-04-04,21.99,0.5567088607594937,1,21.99,21.99,21.99,0,1,ENABLED,IBU_BBUF_06C1,0.0,1,1.0,1,1,2.8214285714285716,1,Inner-SP-KW-Berberine Capsules-BM-berberine with ceylon cinnamon-1w,181887194239676,0.6499535747446611,0,179.62710322874037,1,0,189812334889736.0,495733597507427,USD,0.5567088607594937,1,1,21.99,0,21.99,382442285328166,0,1,0,39.5,1,DAILY_BUDGET,B0G25Y3DVZ,1,1,39.5,Amazon,21.99,179.62710322874037,21.99,2154,1,1,1,14,Inner-SP-KW-Berberine Capsules-BM-berberine with ceylon cinnamon-1w,spAdvertisedProduct,US,INNERBRIGHTNESS,spAdvertisedProduct_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:19
34884,2026-04-21 01:59:19.956075,2026-04-21 01:59:19.956075,2026-04-05,0.0,0.0,0,0.0,0.0,0.0,0,0,ENABLED,IBU_BBUF_06C1,0.0,0,1.0,0,0,2.9,0,Inner-SP-KW-Berberine Capsules-BM-berberine with ceylon cinnamon-1w,181887194239676,0.6561679790026247,0,nan,0,0,189812334889736.0,495733597507427,USD,0.0,0,0,0.0,0,0.0,382442285328166,0,0,0,43.5,0,DAILY_BUDGET,B0G25Y3DVZ,0,0,43.5,Amazon,0.0,nan,0.0,2286,0,0,0,15,Inner-SP-KW-Berberine Capsules-BM-berberine with ceylon cinnamon-1w,spAdvertisedProduct,US,INNERBRIGHTNESS,spAdvertisedProduct_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:19
34885,2026-04-21 01:59:19.956075,2026-04-21 01:59:19.956075,2026-04-06,21.99,0.5434997528423133,1,21.99,21.99,21.99,0,1,ENABLED,IBU_BBUF_06C1,0.0,1,1.0,1,1,2.89,1,Inner-SP-KW-Berberine Capsules-BM-berberine with ceylon cinnamon-1w,181887194239676,0.6965174129353234,0,183.99272396543884,1,0,189812334889736.0,495733597507427,USD,0.5434997528423133,1,1,21.99,0,21.99,382442285328166,0,1,0,40.46,1,DAILY_BUDGET,B0G25Y3DVZ,1,1,40.46,Amazon,21.99,183.99272396543884,21.99,2010,1,1,1,14,Inner-SP-KW-Berberine Capsules-BM-berberine with ceylon cinnamon-1w,spAdvertisedProduct,US,INNERBRIGHTNESS,spAdvertisedProduct_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:19
34886,2026-04-21 01:59:19.956075,2026-04-21 01:59:19.956075,2026-04-07,23.99,0.462770061728395,1,23.99,23.99,23.99,0,1,ENABLED,IBU_BBUF_06C1,0.0,1,1.0,1,1,2.8800000000000003,1,Inner-SP-KW-Berberine Capsules-BM-berberine with ceylon cinnamon-1w,181887194239676,0.9513742071881607,0,216.09003751563156,1,0,189812334889736.0,495733597507427,USD,0.462770061728395,1,1,23.99,0,23.99,382442285328166,0,1,0,51.84,1,DAILY_BUDGET,B0G25Y3DVZ,1,1,51.84,Amazon,23.99,216.09003751563156,23.99,1892,1,1,1,18,Inner-SP-KW-Berberine Capsules-BM-berberine with ceylon cinnamon-1w,spAdvertisedProduct,US,INNERBRIGHTNESS,spAdvertisedProduct_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:19
34887,2026-04-21 01:59:19.956075,2026-04-21 01:59:19.956075,2026-04-08,24.49,0.4286714510764922,1,24.49,24.49,24.49,0,1,ENABLED,IBU_BBUF_06C1,0.0,1,1.0,1,1,2.7204761904761905,1,Inner-SP-KW-Berberine Capsules-BM-berberine with ceylon cinnamon-1w,181887194239676,0.7172131147540983,0,233.27888934258883,1,0,189812334889736.0,495733597507427,USD,0.4286714510764922,1,1,24.49,0,24.49,382442285328166,0,1,0,57.13,1,DAILY_BUDGET,B0G25Y3DVZ,1,1,57.13,Amazon,24.49,233.27888934258883,24.49,2928,1,1,1,21,Inner-SP-KW-Berberine Capsules-BM-berberine with ceylon cinnamon-1w,spAdvertisedProduct,US,INNERBRIGHTNESS,spAdvertisedProduct_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:19
34888,2026-04-21 01:59:19.956075,2026-04-21 01:59:19.956075,2026-04-09,48.98,0.9656940063091483,2,48.98,48.98,48.98,0,2,ENABLED,IBU_BBUF_06C1,0.0,2,1.0,2,2,2.415238095238095,2,Inner-SP-KW-Berberine Capsules-BM-berberine with ceylon cinnamon-1w,181887194239676,0.6055363321799307,0,103.55247039608004,2,0,189812334889736.0,495733597507427,USD,0.9656940063091483,2,2,48.98,0,48.98,382442285328166,0,2,0,50.72,2,DAILY_BUDGET,B0G25Y3DVZ,2,2,50.72,Amazon,48.98,103.55247039608004,48.98,3468,2,2,2,21,Inner-SP-KW-Berberine Capsules-BM-berberine with ceylon cinnamon-1w,spAdvertisedProduct,US,INNERBRIGHTNESS,spAdvertisedProduct_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:19
34889,2026-04-21 01:59:19.956075,2026-04-21 01:59:19.956075,2026-04-10,24.49,0.4715963797419603,1,24.49,24.49,24.49,0,1,ENABLED,IBU_BBUF_06C1,0.0,1,1.0,1,1,2.7331578947368422,1,Inner-SP-KW-Berberine Capsules-BM-berberine with ceylon cinnamon-1w,181887194239676,0.5480242284395731,0,212.0457329522254,1,0,189812334889736.0,495733597507427,USD,0.4715963797419603,1,1,24.49,0,24.49,382442285328166,0,1,0,51.93,1,DAILY_BUDGET,B0G25Y3DVZ,1,1,51.93,Amazon,24.49,212.0457329522254,24.49,3467,1,1,1,19,Inner-SP-KW-Berberine Capsules-BM-berberine with ceylon cinnamon-1w,spAdvertisedProduct,US,INNERBRIGHTNESS,spAdvertisedProduct_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:19
34904,2026-04-21 01:59:19.956075,2026-04-21 01:59:19.956075,2026-04-04,0.0,nan,0,0.0,0.0,0.0,0,0,ENABLED,IBG_INUF_12C1F,0.0,0,50.0,0,0,nan,0,IB-SP-KW-inositol-myo inositol-PM,1182589332550,nan,0,nan,0,0,209298027301784.0,414934921529017,USD,nan,0,0,0.0,0,0.0,487700417776058,0,0,0,0.0,0,DAILY_BUDGET,B0FYFBZ7W5,0,0,0.0,Amazon,0.0,nan,0.0,0,0,0,0,0,IB-SP-KW-inositol-myo inositol-PM,spAdvertisedProduct,US,INNERBRIGHTNESS,spAdvertisedProduct_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:19
34905,2026-04-21 01:59:19.956075,2026-04-21 01:59:19.956075,2026-04-06,0.0,nan,0,0.0,0.0,0.0,0,0,ENABLED,IBG_INUF_12C1F,0.0,0,50.0,0,0,nan,0,IB-SP-KW-inositol-myo inositol-PM,1182589332550,nan,0,nan,0,0,209298027301784.0,414934921529017,USD,nan,0,0,0.0,0,0.0,487700417776058,0,0,0,0.0,0,DAILY_BUDGET,B0FYFBZ7W5,0,0,0.0,Amazon,0.0,nan,0.0,0,0,0,0,0,IB-SP-KW-inositol-myo inositol-PM,spAdvertisedProduct,US,INNERBRIGHTNESS,spAdvertisedProduct_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:19
34913,2026-04-21 01:59:19.956075,2026-04-21 01:59:19.956075,2026-04-10,0.0,nan,0,0.0,0.0,0.0,0,0,PAUSED,IBM_MGMB_06G1FR,0.0,0,200.0,0,0,nan,0,Inner-SP-KW-gumm-magnesium gummies-EM-CPC-8k,292978254342032,nan,0,nan,0,0,269179459475581.0,343683418946716,USD,nan,0,0,0.0,0,0.0,412235548274635,0,0,0,0.0,0,DAILY_BUDGET,B0DKT3PXRP,0,0,0.0,Amazon,0.0,nan,0.0,0,0,0,0,0,Inner-SP-KW-gumm-magnesium gummies-EM-CPC-8k,spAdvertisedProduct,US,INNERBRIGHTNESS,spAdvertisedProduct_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:19
34928,2026-04-21 01:59:19.956075,2026-04-21 01:59:19.956075,2026-04-04,0.0,nan,0,0.0,0.0,0.0,0,0,ENABLED,IBU_NMUF_60C1,0.0,0,150.0,0,0,nan,0,Inner-SP-KW-NMN Capsules-nmn-EM-CPC-1.2w,112480725342057,0.0,0,nan,0,0,156346298397171.0,414287882317009,USD,nan,0,0,0.0,0,0.0,377263535703992,0,0,0,0.0,0,DAILY_BUDGET,B0G6L2NQP4,0,0,0.0,Amazon,0.0,nan,0.0,1,0,0,0,0,Inner-SP-KW-NMN Capsules-nmn-EM-CPC-1.2w,spAdvertisedProduct,US,INNERBRIGHTNESS,spAdvertisedProduct_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:19
34929,2026-04-21 01:59:19.956075,2026-04-21 01:59:19.956075,2026-04-05,0.0,nan,0,0.0,0.0,0.0,0,0,ENABLED,IBU_NMUF_60C1,0.0,0,150.0,0,0,nan,0,Inner-SP-KW-NMN Capsules-nmn-EM-CPC-1.2w,112480725342057,0.0,0,nan,0,0,156346298397171.0,414287882317009,USD,nan,0,0,0.0,0,0.0,377263535703992,0,0,0,0.0,0,DAILY_BUDGET,B0G6L2NQP4,0,0,0.0,Amazon,0.0,nan,0.0,4,0,0,0,0,Inner-SP-KW-NMN Capsules-nmn-EM-CPC-1.2w,spAdvertisedProduct,US,INNERBRIGHTNESS,spAdvertisedProduct_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:19
34930,2026-04-21 01:59:19.956075,2026-04-21 01:59:19.956075,2026-04-06,0.0,nan,0,0.0,0.0,0.0,0,0,ENABLED,IBU_NMUF_60C1,0.0,0,150.0,0,0,nan,0,Inner-SP-KW-NMN Capsules-nmn-EM-CPC-1.2w,112480725342057,nan,0,nan,0,0,156346298397171.0,414287882317009,USD,nan,0,0,0.0,0,0.0,377263535703992,0,0,0,0.0,0,DAILY_BUDGET,B0G6L2NQP4,0,0,0.0,Amazon,0.0,nan,0.0,0,0,0,0,0,Inner-SP-KW-NMN Capsules-nmn-EM-CPC-1.2w,spAdvertisedProduct,US,INNERBRIGHTNESS,spAdvertisedProduct_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:19
34931,2026-04-21 01:59:19.956075,2026-04-21 01:59:19.956075,2026-04-07,35.99,42.8452380952381,1,35.99,35.99,35.99,0,1,ENABLED,IBU_NMUF_60C1,0.0,1,150.0,1,1,0.84,1,Inner-SP-KW-NMN Capsules-nmn-EM-CPC-1.2w,112480725342057,16.666666666666664,0,2.3339816615726585,1,0,156346298397171.0,414287882317009,USD,42.8452380952381,1,1,35.99,0,35.99,377263535703992,0,1,0,0.84,1,DAILY_BUDGET,B0G6L2NQP4,1,1,0.84,Amazon,35.99,2.3339816615726585,35.99,6,1,1,1,1,Inner-SP-KW-NMN Capsules-nmn-EM-CPC-1.2w,spAdvertisedProduct,US,INNERBRIGHTNESS,spAdvertisedProduct_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:19
34932,2026-04-21 01:59:19.956075,2026-04-21 01:59:19.956075,2026-04-08,0.0,nan,0,0.0,0.0,0.0,0,0,ENABLED,IBU_NMUF_60C1,0.0,0,150.0,0,0,nan,0,Inner-SP-KW-NMN Capsules-nmn-EM-CPC-1.2w,112480725342057,0.0,0,nan,0,0,156346298397171.0,414287882317009,USD,nan,0,0,0.0,0,0.0,377263535703992,0,0,0,0.0,0,DAILY_BUDGET,B0G6L2NQP4,0,0,0.0,Amazon,0.0,nan,0.0,4,0,0,0,0,Inner-SP-KW-NMN Capsules-nmn-EM-CPC-1.2w,spAdvertisedProduct,US,INNERBRIGHTNESS,spAdvertisedProduct_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:19
34933,2026-04-21 01:59:19.956075,2026-04-21 01:59:19.956075,2026-04-09,0.0,nan,0,0.0,0.0,0.0,0,0,ENABLED,IBU_NMUF_60C1,0.0,0,150.0,0,0,nan,0,Inner-SP-KW-NMN Capsules-nmn-EM-CPC-1.2w,112480725342057,0.0,0,nan,0,0,156346298397171.0,414287882317009,USD,nan,0,0,0.0,0,0.0,377263535703992,0,0,0,0.0,0,DAILY_BUDGET,B0G6L2NQP4,0,0,0.0,Amazon,0.0,nan,0.0,2,0,0,0,0,Inner-SP-KW-NMN Capsules-nmn-EM-CPC-1.2w,spAdvertisedProduct,US,INNERBRIGHTNESS,spAdvertisedProduct_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:19
34934,2026-04-21 01:59:19.956075,2026-04-21 01:59:19.956075,2026-04-10,0.0,nan,0,0.0,0.0,0.0,0,0,ENABLED,IBU_NMUF_60C1,0.0,0,150.0,0,0,nan,0,Inner-SP-KW-NMN Capsules-nmn-EM-CPC-1.2w,112480725342057,0.0,0,nan,0,0,156346298397171.0,414287882317009,USD,nan,0,0,0.0,0,0.0,377263535703992,0,0,0,0.0,0,DAILY_BUDGET,B0G6L2NQP4,0,0,0.0,Amazon,0.0,nan,0.0,1,0,0,0,0,Inner-SP-KW-NMN Capsules-nmn-EM-CPC-1.2w,spAdvertisedProduct,US,INNERBRIGHTNESS,spAdvertisedProduct_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:19
34949,2026-04-21 01:59:19.956075,2026-04-21 01:59:19.956075,2026-04-04,0.0,0.0,0,0.0,0.0,0.0,0,0,ENABLED,IBX_BIMB_06G1T,0.0,0,20.0,0,0,1.12,0,Inner-SP-KW-biotin gummies-Auto,2960493459434,0.42194092827004215,0,nan,0,0,105099487523342.0,386023533294994,USD,0.0,0,0,0.0,0,0.0,542233362908024,0,0,0,2.24,0,DAILY_BUDGET,B0GJBFKQZC,0,0,2.24,Amazon,0.0,nan,0.0,474,0,0,0,2,Inner-SP-KW-biotin gummies-Auto,spAdvertisedProduct,US,INNERBRIGHTNESS,spAdvertisedProduct_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:19
34950,2026-04-21 01:59:19.956075,2026-04-21 01:59:19.956075,2026-04-05,0.0,nan,0,0.0,0.0,0.0,0,0,ENABLED,IBX_BIMB_06G1T,0.0,0,20.0,0,0,nan,0,Inner-SP-KW-biotin gummies-Auto,2960493459434,0.0,0,nan,0,0,105099487523342.0,386023533294994,USD,nan,0,0,0.0,0,0.0,542233362908024,0,0,0,0.0,0,DAILY_BUDGET,B0GJBFKQZC,0,0,0.0,Amazon,0.0,nan,0.0,273,0,0,0,0,Inner-SP-KW-biotin gummies-Auto,spAdvertisedProduct,US,INNERBRIGHTNESS,spAdvertisedProduct_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:19
34951,2026-04-21 01:59:19.956075,2026-04-21 01:59:19.956075,2026-04-06,0.0,nan,0,0.0,0.0,0.0,0,0,ENABLED,IBX_BIMB_06G1T,0.0,0,20.0,0,0,nan,0,Inner-SP-KW-biotin gummies-Auto,2960493459434,0.0,0,nan,0,0,105099487523342.0,386023533294994,USD,nan,0,0,0.0,0,0.0,542233362908024,0,0,0,0.0,0,DAILY_BUDGET,B0GJBFKQZC,0,0,0.0,Amazon,0.0,nan,0.0,272,0,0,0,0,Inner-SP-KW-biotin gummies-Auto,spAdvertisedProduct,US,INNERBRIGHTNESS,spAdvertisedProduct_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:19
