id,created_at,updated_at,date,attributed_sales_same_sku1d,roas_clicks14d,units_sold_clicks1d,attributed_sales_same_sku14d,sales7d,campaign_rule_based_budget_amount,attributed_sales_same_sku30d,kindle_edition_normalized_pages_royalties14d,units_sold_same_sku1d,campaign_status,purchases_same_sku7d,campaign_budget_amount,purchases7d,units_sold_same_sku30d,cost_per_click,units_sold_clicks14d,campaign_id,click_through_rate,kindle_edition_normalized_pages_read14d,campaign_applicable_budget_rule_name,acos_clicks14d,units_sold_clicks30d,qualified_borrows,campaign_budget_currency_code,campaign_applicable_budget_rule_id,units_sold_same_sku14d,units_sold_clicks7d,campaign_bidding_strategy,attributed_sales_same_sku7d,top_of_search_impression_share,royalty_qualified_borrows,sales1d,add_to_list,purchases_same_sku14d,spend,purchases_same_sku1d,campaign_budget_type,purchases1d,units_sold_same_sku7d,cost,retailer,sales14d,sales30d,impressions,purchases_same_sku30d,purchases14d,purchases30d,clicks,campaign_name,report_type_request,country_code_request,customer_request,file_name_request,parse_time_request
30958,2026-04-21 01:59:12.493253,2026-04-21 01:59:12.493253,2026-04-10,0.0,nan,0,0.0,0.0,,0.0,0,0,ENABLED,0,150.0,0,0,0.0,0,103105471930136,0.0,0,,nan,0,0,USD,,0,0,legacy,0.0,0.0,0,0.0,0,0,0.0,0,DAILY_BUDGET,0,0,0.0,Amazon,0.0,0.0,4,0,0,0,0,Inner-SP-KW-biotin gummies-EM-biotin gummies-1w,spCampaigns,US,INNERBRIGHTNESS,spCampaigns_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:12
30972,2026-04-21 01:59:12.493253,2026-04-21 01:59:12.493253,2026-04-04,0.0,0.0,0,0.0,0.0,,0.0,0,0,ENABLED,0,20.0,0,0,1.12,0,2960493459434,0.42194092827004215,0,,nan,0,0,USD,,0,0,legacy,0.0,0.01,0,0.0,0,0,2.24,0,DAILY_BUDGET,0,0,2.24,Amazon,0.0,0.0,474,0,0,0,2,Inner-SP-KW-biotin gummies-Auto,spCampaigns,US,INNERBRIGHTNESS,spCampaigns_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:12
30973,2026-04-21 01:59:12.493253,2026-04-21 01:59:12.493253,2026-04-05,0.0,nan,0,0.0,0.0,,0.0,0,0,ENABLED,0,20.0,0,0,0.0,0,2960493459434,0.0,0,,nan,0,0,USD,,0,0,legacy,0.0,0.0,0,0.0,0,0,0.0,0,DAILY_BUDGET,0,0,0.0,Amazon,0.0,0.0,273,0,0,0,0,Inner-SP-KW-biotin gummies-Auto,spCampaigns,US,INNERBRIGHTNESS,spCampaigns_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:12
30974,2026-04-21 01:59:12.493253,2026-04-21 01:59:12.493253,2026-04-06,0.0,nan,0,0.0,0.0,,0.0,0,0,ENABLED,0,20.0,0,0,0.0,0,2960493459434,0.0,0,,nan,0,0,USD,,0,0,legacy,0.0,0.0,0,0.0,0,0,0.0,0,DAILY_BUDGET,0,0,0.0,Amazon,0.0,0.0,272,0,0,0,0,Inner-SP-KW-biotin gummies-Auto,spCampaigns,US,INNERBRIGHTNESS,spCampaigns_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:12
30975,2026-04-21 01:59:12.493253,2026-04-21 01:59:12.493253,2026-04-07,0.0,nan,0,0.0,0.0,,0.0,0,0,ENABLED,0,20.0,0,0,0.0,0,2960493459434,0.0,0,,nan,0,0,USD,,0,0,legacy,0.0,0.03,0,0.0,0,0,0.0,0,DAILY_BUDGET,0,0,0.0,Amazon,0.0,0.0,14,0,0,0,0,Inner-SP-KW-biotin gummies-Auto,spCampaigns,US,INNERBRIGHTNESS,spCampaigns_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:12
30976,2026-04-21 01:59:12.493253,2026-04-21 01:59:12.493253,2026-04-08,0.0,nan,0,0.0,0.0,,0.0,0,0,ENABLED,0,20.0,0,0,0.0,0,2960493459434,0.0,0,,nan,0,0,USD,,0,0,legacy,0.0,0.0,0,0.0,0,0,0.0,0,DAILY_BUDGET,0,0,0.0,Amazon,0.0,0.0,7,0,0,0,0,Inner-SP-KW-biotin gummies-Auto,spCampaigns,US,INNERBRIGHTNESS,spCampaigns_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:12
30977,2026-04-21 01:59:12.493253,2026-04-21 01:59:12.493253,2026-04-09,0.0,nan,0,0.0,0.0,,0.0,0,0,ENABLED,0,20.0,0,0,0.0,0,2960493459434,0.0,0,,nan,0,0,USD,,0,0,legacy,0.0,0.0,0,0.0,0,0,0.0,0,DAILY_BUDGET,0,0,0.0,Amazon,0.0,0.0,8,0,0,0,0,Inner-SP-KW-biotin gummies-Auto,spCampaigns,US,INNERBRIGHTNESS,spCampaigns_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:12
30978,2026-04-21 01:59:12.493253,2026-04-21 01:59:12.493253,2026-04-10,0.0,nan,0,0.0,0.0,,0.0,0,0,ENABLED,0,20.0,0,0,0.0,0,2960493459434,0.0,0,,nan,0,0,USD,,0,0,legacy,0.0,0.0,0,0.0,0,0,0.0,0,DAILY_BUDGET,0,0,0.0,Amazon,0.0,0.0,3,0,0,0,0,Inner-SP-KW-biotin gummies-Auto,spCampaigns,US,INNERBRIGHTNESS,spCampaigns_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:12
30992,2026-04-21 01:59:12.493253,2026-04-21 01:59:12.493253,2026-04-06,0.0,nan,0,0.0,0.0,,0.0,0,0,PAUSED,0,400.0,0,0,0.0,0,49806989748035,nan,0,,nan,0,0,USD,,0,0,manual,0.0,nan,0,0.0,0,0,0.0,0,DAILY_BUDGET,0,0,0.0,Amazon,0.0,0.0,0,0,0,0,0,Inner-SP-KW-gumm-magnesium supplement-EM-CPC-9k,spCampaigns,US,INNERBRIGHTNESS,spCampaigns_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:12
31007,2026-04-21 01:59:12.493253,2026-04-21 01:59:12.493253,2026-04-04,22.99,0.44442296539725495,1,22.99,22.99,,22.99,0,1,ENABLED,1,145.0,1,1,4.7,1,57298629983623,2.4774774774774775,0,,225.01087429317096,1,0,USD,,1,1,legacy,22.99,4.02,0,22.99,0,1,51.73,1,DAILY_BUDGET,1,1,51.73,Amazon,22.99,22.99,444,1,1,1,11,Inner-SP-KW-VB-vitamin b complex-PM-3K,spCampaigns,US,INNERBRIGHTNESS,spCampaigns_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:12
31008,2026-04-21 01:59:12.493253,2026-04-21 01:59:12.493253,2026-04-05,0.0,0.0,0,0.0,0.0,,0.0,0,0,ENABLED,0,145.0,0,0,4.31,0,57298629983623,1.9083969465648856,0,,nan,0,0,USD,,0,0,legacy,0.0,4.91,0,0.0,0,0,43.08,0,DAILY_BUDGET,0,0,43.08,Amazon,0.0,0.0,524,0,0,0,10,Inner-SP-KW-VB-vitamin b complex-PM-3K,spCampaigns,US,INNERBRIGHTNESS,spCampaigns_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:12
