id,created_at,updated_at,date,attributed_sales_same_sku1d,roas_clicks14d,units_sold_clicks1d,placement_classification,attributed_sales_same_sku14d,sales7d,campaign_rule_based_budget_amount,attributed_sales_same_sku30d,kindle_edition_normalized_pages_royalties14d,units_sold_same_sku1d,campaign_status,purchases_same_sku7d,campaign_budget_amount,purchases7d,units_sold_same_sku30d,cost_per_click,units_sold_clicks14d,campaign_id,click_through_rate,kindle_edition_normalized_pages_read14d,campaign_applicable_budget_rule_name,acos_clicks14d,units_sold_clicks30d,qualified_borrows,campaign_budget_currency_code,campaign_applicable_budget_rule_id,units_sold_same_sku14d,units_sold_clicks7d,campaign_bidding_strategy,attributed_sales_same_sku7d,top_of_search_impression_share,royalty_qualified_borrows,sales1d,add_to_list,purchases_same_sku14d,spend,purchases_same_sku1d,campaign_budget_type,purchases1d,units_sold_same_sku7d,cost,retailer,sales14d,sales30d,impressions,purchases_same_sku30d,purchases14d,purchases30d,clicks,campaign_name,report_type_request,country_code_request,customer_request,file_name_request,parse_time_request
83009,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-04,0.0,0.0,0,Detail Page on-Amazon,0.0,0.0,,0.0,0,0,ENABLED,0,300.0,0,0,1.7,0,158485660571374,0.1832340815391663,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,6.79,0,DAILY_BUDGET,0,0,6.79,Amazon,0.0,0.0,2183,0,0,0,4,Inner-SP-KW-Berberine Capsules-EM-berberine supplement-2k,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
83010,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-05,0.0,0.0,0,Detail Page on-Amazon,0.0,0.0,,0.0,0,0,ENABLED,0,300.0,0,0,1.69,0,158485660571374,0.14992503748125938,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,5.08,0,DAILY_BUDGET,0,0,5.08,Amazon,0.0,0.0,2001,0,0,0,3,Inner-SP-KW-Berberine Capsules-EM-berberine supplement-2k,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
83011,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-06,0.0,0.0,0,Detail Page on-Amazon,0.0,0.0,,0.0,0,0,ENABLED,0,300.0,0,0,1.7,0,158485660571374,0.3602882305844676,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,15.27,0,DAILY_BUDGET,0,0,15.27,Amazon,0.0,0.0,2498,0,0,0,9,Inner-SP-KW-Berberine Capsules-EM-berberine supplement-2k,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
83012,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-07,0.0,0.0,0,Detail Page on-Amazon,0.0,0.0,,0.0,0,0,ENABLED,0,300.0,0,0,1.7,0,158485660571374,0.43103448275862066,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,5.1,0,DAILY_BUDGET,0,0,5.1,Amazon,0.0,0.0,696,0,0,0,3,Inner-SP-KW-Berberine Capsules-EM-berberine supplement-2k,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
83013,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-08,0.0,0.0,0,Detail Page on-Amazon,0.0,0.0,,0.0,0,0,ENABLED,0,300.0,0,0,1.7,0,158485660571374,0.2066115702479339,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,3.4,0,DAILY_BUDGET,0,0,3.4,Amazon,0.0,0.0,968,0,0,0,2,Inner-SP-KW-Berberine Capsules-EM-berberine supplement-2k,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
83014,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-09,73.47,2.2003593890386344,3,Detail Page on-Amazon,73.47,73.47,,73.47,0,3,ENABLED,3,300.0,3,3,1.76,3,158485660571374,0.39815590947191953,0,,45.44712127398938,3,0,USD,,3,3,manual,73.47,,0,73.47,0,3,33.39,3,DAILY_BUDGET,3,3,33.39,Amazon,73.47,73.47,4772,3,3,3,19,Inner-SP-KW-Berberine Capsules-EM-berberine supplement-2k,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
83015,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-10,0.0,0.0,0,Detail Page on-Amazon,0.0,0.0,,0.0,0,0,ENABLED,0,300.0,0,0,1.65,0,158485660571374,0.3179650238473768,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,19.81,0,DAILY_BUDGET,0,0,19.81,Amazon,0.0,0.0,3774,0,0,0,12,Inner-SP-KW-Berberine Capsules-EM-berberine supplement-2k,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
83031,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-04,0.0,nan,0,Other on-Amazon,0.0,0.0,,0.0,0,0,ENABLED,0,300.0,0,0,0.0,0,158485660571374,0.0,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,0.0,0,DAILY_BUDGET,0,0,0.0,Amazon,0.0,0.0,16,0,0,0,0,Inner-SP-KW-Berberine Capsules-EM-berberine supplement-2k,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
83032,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-05,0.0,0.0,0,Other on-Amazon,0.0,0.0,,0.0,0,0,ENABLED,0,300.0,0,0,1.7,0,158485660571374,2.272727272727273,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,1.7,0,DAILY_BUDGET,0,0,1.7,Amazon,0.0,0.0,44,0,0,0,1,Inner-SP-KW-Berberine Capsules-EM-berberine supplement-2k,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
83033,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-06,0.0,nan,0,Other on-Amazon,0.0,0.0,,0.0,0,0,ENABLED,0,300.0,0,0,0.0,0,158485660571374,0.0,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,0.0,0,DAILY_BUDGET,0,0,0.0,Amazon,0.0,0.0,22,0,0,0,0,Inner-SP-KW-Berberine Capsules-EM-berberine supplement-2k,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
83034,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-07,0.0,nan,0,Other on-Amazon,0.0,0.0,,0.0,0,0,ENABLED,0,300.0,0,0,0.0,0,158485660571374,0.0,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,0.0,0,DAILY_BUDGET,0,0,0.0,Amazon,0.0,0.0,71,0,0,0,0,Inner-SP-KW-Berberine Capsules-EM-berberine supplement-2k,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
83035,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-08,0.0,nan,0,Other on-Amazon,0.0,0.0,,0.0,0,0,ENABLED,0,300.0,0,0,0.0,0,158485660571374,0.0,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,0.0,0,DAILY_BUDGET,0,0,0.0,Amazon,0.0,0.0,20,0,0,0,0,Inner-SP-KW-Berberine Capsules-EM-berberine supplement-2k,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
83036,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-09,0.0,nan,0,Other on-Amazon,0.0,0.0,,0.0,0,0,ENABLED,0,300.0,0,0,0.0,0,158485660571374,0.0,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,0.0,0,DAILY_BUDGET,0,0,0.0,Amazon,0.0,0.0,13,0,0,0,0,Inner-SP-KW-Berberine Capsules-EM-berberine supplement-2k,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
83051,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-04,87.96,0.6674778892384401,4,Top of Search on-Amazon,112.45,112.45,,112.45,0,4,ENABLED,5,300.0,5,5,3.92,5,158485660571374,9.930715935334874,0,,149.81769675411294,5,0,USD,,5,5,manual,112.45,,0,87.96,0,5,168.47,4,DAILY_BUDGET,4,5,168.47,Amazon,112.45,112.45,433,5,5,5,43,Inner-SP-KW-Berberine Capsules-EM-berberine supplement-2k,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
83052,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-05,241.89,1.337184554575859,11,Top of Search on-Amazon,263.88,263.88,,263.88,0,11,ENABLED,12,300.0,12,12,4.03,12,158485660571374,9.53307392996109,0,,74.78399272396544,12,0,USD,,12,12,manual,263.88,,0,241.89,0,12,197.34,11,DAILY_BUDGET,11,12,197.34,Amazon,263.88,263.88,514,12,12,12,49,Inner-SP-KW-Berberine Capsules-EM-berberine supplement-2k,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
83053,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-06,131.94,1.0700458307681784,6,Top of Search on-Amazon,156.43,156.43,,156.43,0,6,ENABLED,7,300.0,7,7,3.95,7,158485660571374,9.61038961038961,0,,93.453941059899,7,0,USD,,7,7,manual,156.43,,0,131.94,0,7,146.19,6,DAILY_BUDGET,6,7,146.19,Amazon,156.43,156.43,385,7,7,7,37,Inner-SP-KW-Berberine Capsules-EM-berberine supplement-2k,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
83054,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-07,95.96,0.7482844666250779,4,Top of Search on-Amazon,95.96,95.96,,95.96,0,4,ENABLED,4,300.0,4,4,4.14,4,158485660571374,7.8085642317380355,0,,133.6390162567737,4,0,USD,,4,4,manual,95.96,,0,95.96,0,4,128.24,4,DAILY_BUDGET,4,4,128.24,Amazon,95.96,95.96,397,4,4,4,31,Inner-SP-KW-Berberine Capsules-EM-berberine supplement-2k,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
83055,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-08,0.0,0.0,0,Top of Search on-Amazon,0.0,0.0,,0.0,0,0,ENABLED,0,300.0,0,0,4.15,0,158485660571374,8.19672131147541,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,20.77,0,DAILY_BUDGET,0,0,20.77,Amazon,0.0,0.0,61,0,0,0,5,Inner-SP-KW-Berberine Capsules-EM-berberine supplement-2k,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
83056,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-09,24.49,1.800735294117647,1,Top of Search on-Amazon,48.98,48.98,,48.98,0,1,ENABLED,2,300.0,2,2,3.4,2,158485660571374,8.16326530612245,0,,55.532870559412004,2,0,USD,,2,2,manual,48.98,,0,24.49,0,2,27.2,1,DAILY_BUDGET,1,2,27.2,Amazon,48.98,48.98,98,2,2,2,8,Inner-SP-KW-Berberine Capsules-EM-berberine supplement-2k,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
83057,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-10,0.0,0.0,0,Top of Search on-Amazon,0.0,0.0,,0.0,0,0,ENABLED,0,300.0,0,0,3.4,0,158485660571374,4.545454545454546,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,3.4,0,DAILY_BUDGET,0,0,3.4,Amazon,0.0,0.0,22,0,0,0,1,Inner-SP-KW-Berberine Capsules-EM-berberine supplement-2k,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
83072,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-04,0.0,0.0,0,Detail Page on-Amazon,0.0,0.0,,0.0,0,0,ENABLED,0,1.0,0,0,1.33,0,181887194239676,0.13245033112582782,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,1.33,0,DAILY_BUDGET,0,0,1.33,Amazon,0.0,0.0,755,0,0,0,1,Inner-SP-KW-Berberine Capsules-BM-berberine with ceylon cinnamon-1w,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
83073,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-05,0.0,0.0,0,Detail Page on-Amazon,0.0,0.0,,0.0,0,0,ENABLED,0,1.0,0,0,1.5,0,181887194239676,0.117096018735363,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,1.5,0,DAILY_BUDGET,0,0,1.5,Amazon,0.0,0.0,854,0,0,0,1,Inner-SP-KW-Berberine Capsules-BM-berberine with ceylon cinnamon-1w,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
83074,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-06,0.0,0.0,0,Detail Page on-Amazon,0.0,0.0,,0.0,0,0,ENABLED,0,1.0,0,0,1.49,0,181887194239676,0.16556291390728478,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,1.49,0,DAILY_BUDGET,0,0,1.49,Amazon,0.0,0.0,604,0,0,0,1,Inner-SP-KW-Berberine Capsules-BM-berberine with ceylon cinnamon-1w,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
83075,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-07,0.0,nan,0,Detail Page on-Amazon,0.0,0.0,,0.0,0,0,ENABLED,0,1.0,0,0,0.0,0,181887194239676,0.0,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,0.0,0,DAILY_BUDGET,0,0,0.0,Amazon,0.0,0.0,254,0,0,0,0,Inner-SP-KW-Berberine Capsules-BM-berberine with ceylon cinnamon-1w,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
83076,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-08,0.0,0.0,0,Detail Page on-Amazon,0.0,0.0,,0.0,0,0,ENABLED,0,1.0,0,0,1.38,0,181887194239676,0.1226993865030675,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,2.76,0,DAILY_BUDGET,0,0,2.76,Amazon,0.0,0.0,1630,0,0,0,2,Inner-SP-KW-Berberine Capsules-BM-berberine with ceylon cinnamon-1w,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
83077,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-09,0.0,0.0,0,Detail Page on-Amazon,0.0,0.0,,0.0,0,0,ENABLED,0,1.0,0,0,1.39,0,181887194239676,0.209570380719525,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,8.32,0,DAILY_BUDGET,0,0,8.32,Amazon,0.0,0.0,2863,0,0,0,6,Inner-SP-KW-Berberine Capsules-BM-berberine with ceylon cinnamon-1w,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
83078,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-10,0.0,0.0,0,Detail Page on-Amazon,0.0,0.0,,0.0,0,0,ENABLED,0,1.0,0,0,1.29,0,181887194239676,0.0335345405767941,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,1.29,0,DAILY_BUDGET,0,0,1.29,Amazon,0.0,0.0,2982,0,0,0,1,Inner-SP-KW-Berberine Capsules-BM-berberine with ceylon cinnamon-1w,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
83093,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-04,21.99,0.5761068902279276,1,Other on-Amazon,21.99,21.99,,21.99,0,1,ENABLED,1,1.0,1,1,2.94,1,181887194239676,0.9305654974946312,0,,173.57889949977266,1,0,USD,,1,1,manual,21.99,,0,21.99,0,1,38.17,1,DAILY_BUDGET,1,1,38.17,Amazon,21.99,21.99,1397,1,1,1,13,Inner-SP-KW-Berberine Capsules-BM-berberine with ceylon cinnamon-1w,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
83094,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-05,0.0,0.0,0,Other on-Amazon,0.0,0.0,,0.0,0,0,ENABLED,0,1.0,0,0,3.0,0,181887194239676,0.9810791871058164,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,42.0,0,DAILY_BUDGET,0,0,42.0,Amazon,0.0,0.0,1427,0,0,0,14,Inner-SP-KW-Berberine Capsules-BM-berberine with ceylon cinnamon-1w,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
83095,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-06,21.99,0.5642802155504234,1,Other on-Amazon,21.99,21.99,,21.99,0,1,ENABLED,1,1.0,1,1,3.0,1,181887194239676,0.9259259259259258,0,,177.21691678035472,1,0,USD,,1,1,manual,21.99,,0,21.99,0,1,38.97,1,DAILY_BUDGET,1,1,38.97,Amazon,21.99,21.99,1404,1,1,1,13,Inner-SP-KW-Berberine Capsules-BM-berberine with ceylon cinnamon-1w,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
83096,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-07,23.99,0.462770061728395,1,Other on-Amazon,23.99,23.99,,23.99,0,1,ENABLED,1,1.0,1,1,2.88,1,181887194239676,1.0995723885155773,0,,216.09003751563156,1,0,USD,,1,1,manual,23.99,,0,23.99,0,1,51.84,1,DAILY_BUDGET,1,1,51.84,Amazon,23.99,23.99,1637,1,1,1,18,Inner-SP-KW-Berberine Capsules-BM-berberine with ceylon cinnamon-1w,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
83097,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-08,24.49,0.45043222365274965,1,Other on-Amazon,24.49,24.49,,24.49,0,1,ENABLED,1,1.0,1,1,2.86,1,181887194239676,1.4637904468412943,0,,222.00898325847285,1,0,USD,,1,1,manual,24.49,,0,24.49,0,1,54.37,1,DAILY_BUDGET,1,1,54.37,Amazon,24.49,24.49,1298,1,1,1,19,Inner-SP-KW-Berberine Capsules-BM-berberine with ceylon cinnamon-1w,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
83098,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-09,48.98,1.155188679245283,2,Other on-Amazon,48.98,48.98,,48.98,0,2,ENABLED,2,1.0,2,2,2.83,2,181887194239676,2.5,0,,86.5659452837893,2,0,USD,,2,2,manual,48.98,,0,48.98,0,2,42.4,2,DAILY_BUDGET,2,2,42.4,Amazon,48.98,48.98,600,2,2,2,15,Inner-SP-KW-Berberine Capsules-BM-berberine with ceylon cinnamon-1w,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
83099,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-10,0.0,0.0,0,Other on-Amazon,0.0,0.0,,0.0,0,0,ENABLED,0,1.0,0,0,2.89,0,181887194239676,3.549060542797495,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,49.14,0,DAILY_BUDGET,0,0,49.14,Amazon,0.0,0.0,479,0,0,0,17,Inner-SP-KW-Berberine Capsules-BM-berberine with ceylon cinnamon-1w,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
83111,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-04,0.0,nan,0,Top of Search on-Amazon,0.0,0.0,,0.0,0,0,ENABLED,0,1.0,0,0,0.0,0,181887194239676,0.0,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,0.0,0,DAILY_BUDGET,0,0,0.0,Amazon,0.0,0.0,2,0,0,0,0,Inner-SP-KW-Berberine Capsules-BM-berberine with ceylon cinnamon-1w,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
83112,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-05,0.0,nan,0,Top of Search on-Amazon,0.0,0.0,,0.0,0,0,ENABLED,0,1.0,0,0,0.0,0,181887194239676,0.0,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,0.0,0,DAILY_BUDGET,0,0,0.0,Amazon,0.0,0.0,5,0,0,0,0,Inner-SP-KW-Berberine Capsules-BM-berberine with ceylon cinnamon-1w,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
83113,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-06,0.0,nan,0,Top of Search on-Amazon,0.0,0.0,,0.0,0,0,ENABLED,0,1.0,0,0,0.0,0,181887194239676,0.0,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,0.0,0,DAILY_BUDGET,0,0,0.0,Amazon,0.0,0.0,2,0,0,0,0,Inner-SP-KW-Berberine Capsules-BM-berberine with ceylon cinnamon-1w,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
83114,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-07,0.0,nan,0,Top of Search on-Amazon,0.0,0.0,,0.0,0,0,ENABLED,0,1.0,0,0,0.0,0,181887194239676,0.0,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,0.0,0,DAILY_BUDGET,0,0,0.0,Amazon,0.0,0.0,1,0,0,0,0,Inner-SP-KW-Berberine Capsules-BM-berberine with ceylon cinnamon-1w,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
83115,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-09,0.0,nan,0,Top of Search on-Amazon,0.0,0.0,,0.0,0,0,ENABLED,0,1.0,0,0,0.0,0,181887194239676,0.0,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,0.0,0,DAILY_BUDGET,0,0,0.0,Amazon,0.0,0.0,5,0,0,0,0,Inner-SP-KW-Berberine Capsules-BM-berberine with ceylon cinnamon-1w,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
83116,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-10,24.49,16.326666666666664,1,Top of Search on-Amazon,24.49,24.49,,24.49,0,1,ENABLED,1,1.0,1,1,1.5,1,181887194239676,20.0,0,,6.124948958758678,1,0,USD,,1,1,manual,24.49,,0,24.49,0,1,1.5,1,DAILY_BUDGET,1,1,1.5,Amazon,24.49,24.49,5,1,1,1,1,Inner-SP-KW-Berberine Capsules-BM-berberine with ceylon cinnamon-1w,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
83132,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-04,0.0,nan,0,Other on-Amazon,0.0,0.0,,0.0,0,0,ENABLED,0,50.0,0,0,0.0,0,1182589332550,nan,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,0.0,0,DAILY_BUDGET,0,0,0.0,Amazon,0.0,0.0,0,0,0,0,0,IB-SP-KW-inositol-myo inositol-PM,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
83133,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-06,0.0,nan,0,Other on-Amazon,0.0,0.0,,0.0,0,0,ENABLED,0,50.0,0,0,0.0,0,1182589332550,nan,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,0.0,0,DAILY_BUDGET,0,0,0.0,Amazon,0.0,0.0,0,0,0,0,0,IB-SP-KW-inositol-myo inositol-PM,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
83134,2026-04-21 01:59:24.822405,2026-04-21 01:59:24.822405,2026-04-07,0.0,nan,0,Other on-Amazon,0.0,0.0,,0.0,0,0,ENABLED,0,50.0,0,0,0.0,0,1182589332550,nan,0,,nan,0,0,USD,,0,0,manual,0.0,,0,0.0,0,0,0.0,0,DAILY_BUDGET,0,0,0.0,Amazon,0.0,0.0,0,0,0,0,0,IB-SP-KW-inositol-myo inositol-PM,spCampaign_placement,US,INNERBRIGHTNESS,spCampaign_placement_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:24
