id,created_at,updated_at,date,attributed_sales_same_sku1d,roas_clicks14d,units_sold_clicks1d,match_type,attributed_sales_same_sku14d,units_sold_other_sku14d,sales7d,sales_other_sku14d,attributed_sales_same_sku30d,kindle_edition_normalized_pages_royalties14d,search_term,units_sold_same_sku1d,campaign_status,keyword,sales_other_sku7d,purchases_same_sku7d,campaign_budget_amount,purchases7d,units_sold_same_sku30d,cost_per_click,units_sold_clicks14d,ad_group_name,campaign_id,click_through_rate,purchase_click_rate14d,kindle_edition_normalized_pages_read14d,acos_clicks14d,units_sold_clicks30d,qualified_borrows,portfolio_id,campaign_budget_currency_code,roas_clicks7d,units_sold_same_sku14d,units_sold_clicks7d,keyword_id,attributed_sales_same_sku7d,royalty_qualified_borrows,sales1d,ad_group_id,add_to_list,keyword_bid,targeting,purchases_same_sku14d,units_sold_other_sku7d,spend,purchases_same_sku1d,campaign_budget_type,keyword_type,purchases1d,units_sold_same_sku7d,cost,retailer,sales14d,acos_clicks7d,sales30d,impressions,purchases_same_sku30d,purchases14d,purchases30d,clicks,campaign_name,report_type_request,country_code_request,customer_request,file_name_request,parse_time_request
216780,2026-04-21 01:59:17.615685,2026-04-21 01:59:17.615685,2026-04-10,0.0,0.0,0,BROAD,0.0,0,0.0,0.0,0.0,0,#1 creatine sold,0,ENABLED,creatine,0.0,0,100.0,0,0,4.25,0,Inner-SP-KW-Creatine Gummies-creatine-BM-CPC-70,313950625346433,100.0,0.0,0,nan,0,0,197748004457307.0,USD,0.0,0,0,407556257369922,0.0,0,0.0,343251949063559,0,1.7,creatine,0,0,4.25,0,DAILY_BUDGET,BROAD,0,0,4.25,Amazon,0.0,nan,0.0,1,0,0,0,1,Inner-SP-KW-Creatine Gummies-creatine-BM-CPC-70,spSearchTerm,US,INNERBRIGHTNESS,spSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:15
216786,2026-04-21 01:59:17.615685,2026-04-21 01:59:17.615685,2026-04-10,0.0,0.0,0,TARGETING_EXPRESSION_PREDEFINED,0.0,0,0.0,0.0,0.0,0,- magnesium glycinate,0,ENABLED,close-match,0.0,0,1300.0,0,0,2.76,0,Inner-SP-Auto-gumm-magnesium-CPC-Low bid,558606714617685,14.285714285714285,0.0,0,nan,0,0,269179459475581.0,USD,0.0,0,0,551282443934041,0.0,0,0.0,285469202359062,0,1.0,close-match,0,0,2.76,0,DAILY_BUDGET,TARGETING_EXPRESSION_PREDEFINED,0,0,2.76,Amazon,0.0,nan,0.0,7,0,0,0,1,Inner-SP-Auto-gumm-magnesium-CPC-Low bid,spSearchTerm,US,INNERBRIGHTNESS,spSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:15
216788,2026-04-21 01:59:17.615685,2026-04-21 01:59:17.615685,2026-04-06,0.0,0.0,0,PHRASE,0.0,0,0.0,0.0,0.0,0,.magnesium glycinate with theolan,0,ENABLED,magnesium glycinate,0.0,0,1.0,0,0,2.5,0,Inner-SP-KW-gumm-magnesium glaycinate-PM-CPC-56,399896724869227,100.0,0.0,0,nan,0,0,269179459475581.0,USD,0.0,0,0,369202946261989,0.0,0,0.0,423666555472075,0,1.0,magnesium glycinate,0,0,2.5,0,DAILY_BUDGET,PHRASE,0,0,2.5,Amazon,0.0,nan,0.0,1,0,0,0,1,Inner-SP-KW-gumm-magnesium glaycinate-PM-CPC-56,spSearchTerm,US,INNERBRIGHTNESS,spSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:15
216794,2026-04-21 01:59:17.615685,2026-04-21 01:59:17.615685,2026-04-10,0.0,0.0,0,BROAD,0.0,0,0.0,0.0,0.0,0,10 gm capsule of creatine,0,ENABLED,creatine,0.0,0,100.0,0,0,2.38,0,Inner-SP-KW-Creatine Gummies-creatine-BM-CPC-70,313950625346433,33.33333333333333,0.0,0,nan,0,0,197748004457307.0,USD,0.0,0,0,407556257369922,0.0,0,0.0,343251949063559,0,1.7,creatine,0,0,2.38,0,DAILY_BUDGET,BROAD,0,0,2.38,Amazon,0.0,nan,0.0,3,0,0,0,1,Inner-SP-KW-Creatine Gummies-creatine-BM-CPC-70,spSearchTerm,US,INNERBRIGHTNESS,spSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:15
216796,2026-04-21 01:59:17.615685,2026-04-21 01:59:17.615685,2026-04-09,0.0,0.0,0,BROAD,0.0,0,0.0,0.0,0.0,0,100% creatine pure,0,ENABLED,creatine,0.0,0,100.0,0,0,2.72,0,Inner-SP-KW-Creatine Gummies-creatine-BM-CPC-70,313950625346433,100.0,0.0,0,nan,0,0,197748004457307.0,USD,0.0,0,0,407556257369922,0.0,0,0.0,343251949063559,0,1.7,creatine,0,0,2.72,0,DAILY_BUDGET,BROAD,0,0,2.72,Amazon,0.0,nan,0.0,1,0,0,0,1,Inner-SP-KW-Creatine Gummies-creatine-BM-CPC-70,spSearchTerm,US,INNERBRIGHTNESS,spSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:15
216798,2026-04-21 01:59:17.615685,2026-04-21 01:59:17.615685,2026-04-06,0.0,0.0,0,PHRASE,0.0,0,0.0,0.0,0.0,0,100% magnesium glycinate,0,ENABLED,magnesium glycinate,0.0,0,1.0,0,0,3.24,0,Inner-SP-KW-gumm-magnesium glaycinate-PM-CPC-56,399896724869227,16.666666666666664,0.0,0,nan,0,0,269179459475581.0,USD,0.0,0,0,369202946261989,0.0,0,0.0,423666555472075,0,1.0,magnesium glycinate,0,0,3.24,0,DAILY_BUDGET,PHRASE,0,0,3.24,Amazon,0.0,nan,0.0,6,0,0,0,1,Inner-SP-KW-gumm-magnesium glaycinate-PM-CPC-56,spSearchTerm,US,INNERBRIGHTNESS,spSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:15
216800,2026-04-21 01:59:17.615685,2026-04-21 01:59:17.615685,2026-04-08,0.0,0.0,0,BROAD,0.0,0,0.0,0.0,0.0,0,1000 mg dihydroberberine,0,ENABLED,berberine supplement,0.0,0,1.0,0,0,2.7,0,Inner-SP-KW-Berberine Capsules-PM-Berberine,492405995934092,100.0,0.0,0,nan,0,0,189812334889736.0,USD,0.0,0,0,432790521304689,0.0,0,0.0,554794794836811,0,1.2,berberine supplement,0,0,2.7,0,DAILY_BUDGET,BROAD,0,0,2.7,Amazon,0.0,nan,0.0,1,0,0,0,1,Inner-SP-KW-Berberine Capsules-PM-Berberine Supplement-2k,spSearchTerm,US,INNERBRIGHTNESS,spSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:15
216801,2026-04-21 01:59:17.615685,2026-04-21 01:59:17.615685,2026-04-06,0.0,0.0,0,PHRASE,0.0,0,0.0,0.0,0.0,0,1000mg magnesium glycinate,0,ENABLED,magnesium glycinate,0.0,0,1.0,0,0,3.5,0,Inner-SP-KW-gumm-magnesium glaycinate-PM-CPC-56,399896724869227,20.0,0.0,0,nan,0,0,269179459475581.0,USD,0.0,0,0,369202946261989,0.0,0,0.0,423666555472075,0,1.0,magnesium glycinate,0,0,3.5,0,DAILY_BUDGET,PHRASE,0,0,3.5,Amazon,0.0,nan,0.0,5,0,0,0,1,Inner-SP-KW-gumm-magnesium glaycinate-PM-CPC-56,spSearchTerm,US,INNERBRIGHTNESS,spSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:15
216802,2026-04-21 01:59:17.615685,2026-04-21 01:59:17.615685,2026-04-10,0.0,0.0,0,PHRASE,0.0,0,0.0,0.0,0.0,0,1000mg magnesium glycinate,0,ENABLED,magnesium glycinate,0.0,0,1.0,0,0,3.14,0,Inner-SP-KW-gumm-magnesium glaycinate-PM-CPC-56,399896724869227,33.33333333333333,0.0,0,nan,0,0,269179459475581.0,USD,0.0,0,0,369202946261989,0.0,0,0.0,423666555472075,0,1.0,magnesium glycinate,0,0,3.14,0,DAILY_BUDGET,PHRASE,0,0,3.14,Amazon,0.0,nan,0.0,3,0,0,0,1,Inner-SP-KW-gumm-magnesium glaycinate-PM-CPC-56,spSearchTerm,US,INNERBRIGHTNESS,spSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:15
216809,2026-04-21 01:59:17.615685,2026-04-21 01:59:17.615685,2026-04-09,0.0,0.0,0,BROAD,0.0,0,0.0,0.0,0.0,0,120 count creatine gummies,0,ENABLED,creatine,0.0,0,100.0,0,0,2.72,0,Inner-SP-KW-Creatine Gummies-creatine-BM-CPC-70,313950625346433,33.33333333333333,0.0,0,nan,0,0,197748004457307.0,USD,0.0,0,0,407556257369922,0.0,0,0.0,343251949063559,0,1.7,creatine,0,0,2.72,0,DAILY_BUDGET,BROAD,0,0,2.72,Amazon,0.0,nan,0.0,3,0,0,0,1,Inner-SP-KW-Creatine Gummies-creatine-BM-CPC-70,spSearchTerm,US,INNERBRIGHTNESS,spSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:15
216811,2026-04-21 01:59:17.615685,2026-04-21 01:59:17.615685,2026-04-06,0.0,0.0,0,BROAD,0.0,0,0.0,0.0,0.0,0,1200 mg berberine with ceylon cinnamon,0,ENABLED,berberine with ceylon cinnamon,0.0,0,1.0,0,0,3.0,0,Inner-SP-KW-Berberine Capsules-BM-berberine with ceylon cinnamon-1w,181887194239676,50.0,0.0,0,nan,0,0,189812334889736.0,USD,0.0,0,0,504352428734953,0.0,0,0.0,382442285328166,0,1.5,berberine with ceylon cinnamon,0,0,3.0,0,DAILY_BUDGET,BROAD,0,0,3.0,Amazon,0.0,nan,0.0,2,0,0,0,1,Inner-SP-KW-Berberine Capsules-BM-berberine with ceylon cinnamon-1w,spSearchTerm,US,INNERBRIGHTNESS,spSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:15
216813,2026-04-21 01:59:17.615685,2026-04-21 01:59:17.615685,2026-04-05,0.0,0.0,0,BROAD,0.0,0,0.0,0.0,0.0,0,1200mg berberine with ceylon cinnamon,0,ENABLED,berberine with ceylon cinnamon,0.0,0,1.0,0,0,3.0,0,Inner-SP-KW-Berberine Capsules-BM-berberine with ceylon cinnamon-1w,181887194239676,33.33333333333333,0.0,0,nan,0,0,189812334889736.0,USD,0.0,0,0,504352428734953,0.0,0,0.0,382442285328166,0,1.5,berberine with ceylon cinnamon,0,0,3.0,0,DAILY_BUDGET,BROAD,0,0,3.0,Amazon,0.0,nan,0.0,3,0,0,0,1,Inner-SP-KW-Berberine Capsules-BM-berberine with ceylon cinnamon-1w,spSearchTerm,US,INNERBRIGHTNESS,spSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:15
216815,2026-04-21 01:59:17.615685,2026-04-21 01:59:17.615685,2026-04-08,0.0,0.0,0,BROAD,0.0,0,0.0,0.0,0.0,0,14-in-1 berberine with ceylon cinnamon supplement liquid drops,0,ENABLED,berberine with ceylon cinnamon,0.0,0,1.0,0,0,2.95,0,Inner-SP-KW-Berberine Capsules-BM-berberine with ceylon cinnamon-1w,181887194239676,50.0,0.0,0,nan,0,0,189812334889736.0,USD,0.0,0,0,504352428734953,0.0,0,0.0,382442285328166,0,1.5,berberine with ceylon cinnamon,0,0,2.95,0,DAILY_BUDGET,BROAD,0,0,2.95,Amazon,0.0,nan,0.0,2,0,0,0,1,Inner-SP-KW-Berberine Capsules-BM-berberine with ceylon cinnamon-1w,spSearchTerm,US,INNERBRIGHTNESS,spSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:15
216817,2026-04-21 01:59:17.615685,2026-04-21 01:59:17.615685,2026-04-09,0.0,0.0,0,BROAD,0.0,0,0.0,0.0,0.0,0,1500 mg berberine with ceylon cinnamon,0,ENABLED,berberine with ceylon cinnamon,0.0,0,1.0,0,0,3.0,0,Inner-SP-KW-Berberine Capsules-BM-berberine with ceylon cinnamon-1w,181887194239676,50.0,0.0,0,nan,0,0,189812334889736.0,USD,0.0,0,0,504352428734953,0.0,0,0.0,382442285328166,0,1.5,berberine with ceylon cinnamon,0,0,3.0,0,DAILY_BUDGET,BROAD,0,0,3.0,Amazon,0.0,nan,0.0,2,0,0,0,1,Inner-SP-KW-Berberine Capsules-BM-berberine with ceylon cinnamon-1w,spSearchTerm,US,INNERBRIGHTNESS,spSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:15
216819,2026-04-21 01:59:17.615685,2026-04-21 01:59:17.615685,2026-04-06,0.0,0.0,0,BROAD,0.0,0,0.0,0.0,0.0,0,20 g creatine monohydrate,0,ENABLED,creatine,0.0,0,100.0,0,0,4.25,0,Inner-SP-KW-Creatine Gummies-creatine-BM-CPC-70,313950625346433,100.0,0.0,0,nan,0,0,197748004457307.0,USD,0.0,0,0,407556257369922,0.0,0,0.0,343251949063559,0,1.7,creatine,0,0,4.25,0,DAILY_BUDGET,BROAD,0,0,4.25,Amazon,0.0,nan,0.0,1,0,0,0,1,Inner-SP-KW-Creatine Gummies-creatine-BM-CPC-70,spSearchTerm,US,INNERBRIGHTNESS,spSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:15
216826,2026-04-21 01:59:17.615685,2026-04-21 01:59:17.615685,2026-04-04,0.0,0.0,0,BROAD,0.0,0,0.0,0.0,0.0,0,20g creatine capsules,0,ENABLED,creatine,0.0,0,100.0,0,0,2.72,0,Inner-SP-KW-Creatine Gummies-creatine-BM-CPC-70,313950625346433,66.66666666666666,0.0,0,nan,0,0,197748004457307.0,USD,0.0,0,0,407556257369922,0.0,0,0.0,343251949063559,0,1.7,creatine,0,0,5.44,0,DAILY_BUDGET,BROAD,0,0,5.44,Amazon,0.0,nan,0.0,3,0,0,0,2,Inner-SP-KW-Creatine Gummies-creatine-BM-CPC-70,spSearchTerm,US,INNERBRIGHTNESS,spSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:15
216830,2026-04-21 01:59:17.615685,2026-04-21 01:59:17.615685,2026-04-07,0.0,0.0,0,BROAD,0.0,0,0.0,0.0,0.0,0,300 magnesium complex for women,0,ENABLED,magnesium complex for women,0.0,0,200.0,0,0,2.1,0,Inner-SP-KW-Complex-magnesium complex for women-BM-CPC-1k,385122874231334,25.0,0.0,0,nan,0,0,18976432727508.0,USD,0.0,0,0,342689666840399,0.0,0,0.0,534961527455391,0,1.0,magnesium complex for women,0,0,2.1,0,DAILY_BUDGET,BROAD,0,0,2.1,Amazon,0.0,nan,0.0,4,0,0,0,1,Inner-SP-KW-Complex-magnesium complex for women-BM-CPC-1k,spSearchTerm,US,INNERBRIGHTNESS,spSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:15
216846,2026-04-21 01:59:17.615685,2026-04-21 01:59:17.615685,2026-04-09,0.0,0.0,0,PHRASE,0.0,0,0.0,0.0,0.0,0,400mg magnesium glycinate,0,ENABLED,magnesium glycinate,0.0,0,1.0,0,0,3.5,0,Inner-SP-KW-gumm-magnesium glaycinate-PM-CPC-56,399896724869227,33.33333333333333,0.0,0,nan,0,0,269179459475581.0,USD,0.0,0,0,369202946261989,0.0,0,0.0,423666555472075,0,1.0,magnesium glycinate,0,0,3.5,0,DAILY_BUDGET,PHRASE,0,0,3.5,Amazon,0.0,nan,0.0,3,0,0,0,1,Inner-SP-KW-gumm-magnesium glaycinate-PM-CPC-56,spSearchTerm,US,INNERBRIGHTNESS,spSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:15
216850,2026-04-21 01:59:17.615685,2026-04-21 01:59:17.615685,2026-04-06,0.0,0.0,0,BROAD,0.0,0,0.0,0.0,0.0,0,5 grams creatine,0,ENABLED,creatine,0.0,0,100.0,0,0,2.72,0,Inner-SP-KW-Creatine Gummies-creatine-BM-CPC-70,313950625346433,100.0,0.0,0,nan,0,0,197748004457307.0,USD,0.0,0,0,407556257369922,0.0,0,0.0,343251949063559,0,1.7,creatine,0,0,2.72,0,DAILY_BUDGET,BROAD,0,0,2.72,Amazon,0.0,nan,0.0,1,0,0,0,1,Inner-SP-KW-Creatine Gummies-creatine-BM-CPC-70,spSearchTerm,US,INNERBRIGHTNESS,spSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:15
216853,2026-04-21 01:59:17.615685,2026-04-21 01:59:17.615685,2026-04-08,0.0,0.0,0,PHRASE,0.0,0,0.0,0.0,0.0,0,5 star magnesium glycinate,0,ENABLED,magnesium glycinate,0.0,0,1.0,0,0,3.19,0,Inner-SP-KW-gumm-magnesium glaycinate-PM-CPC-56,399896724869227,25.0,0.0,0,nan,0,0,269179459475581.0,USD,0.0,0,0,369202946261989,0.0,0,0.0,423666555472075,0,1.0,magnesium glycinate,0,0,3.19,0,DAILY_BUDGET,PHRASE,0,0,3.19,Amazon,0.0,nan,0.0,4,0,0,0,1,Inner-SP-KW-gumm-magnesium glaycinate-PM-CPC-56,spSearchTerm,US,INNERBRIGHTNESS,spSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:15
216854,2026-04-21 01:59:17.615685,2026-04-21 01:59:17.615685,2026-04-09,19.99,7.9959999999999996,1,PHRASE,19.99,0,19.99,0.0,19.99,0,500 magnesium glycinate,1,ENABLED,magnesium glycinate,0.0,1,1.0,1,1,2.5,1,Inner-SP-KW-gumm-magnesium glaycinate-PM-CPC-56,399896724869227,25.0,100.0,0,12.506253126563283,1,0,269179459475581.0,USD,7.9959999999999996,1,1,369202946261989,19.99,0,19.99,423666555472075,0,1.0,magnesium glycinate,1,0,2.5,1,DAILY_BUDGET,PHRASE,1,1,2.5,Amazon,19.99,12.506253126563283,19.99,4,1,1,1,1,Inner-SP-KW-gumm-magnesium glaycinate-PM-CPC-56,spSearchTerm,US,INNERBRIGHTNESS,spSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:15
216857,2026-04-21 01:59:17.615685,2026-04-21 01:59:17.615685,2026-04-08,0.0,0.0,0,BROAD,0.0,0,0.0,0.0,0.0,0,5000mg 97% berberine hcl with ceylon cinnamon,0,ENABLED,berberine with ceylon cinnamon,0.0,0,1.0,0,0,3.0,0,Inner-SP-KW-Berberine Capsules-BM-berberine with ceylon cinnamon-1w,181887194239676,20.0,0.0,0,nan,0,0,189812334889736.0,USD,0.0,0,0,504352428734953,0.0,0,0.0,382442285328166,0,1.5,berberine with ceylon cinnamon,0,0,3.0,0,DAILY_BUDGET,BROAD,0,0,3.0,Amazon,0.0,nan,0.0,5,0,0,0,1,Inner-SP-KW-Berberine Capsules-BM-berberine with ceylon cinnamon-1w,spSearchTerm,US,INNERBRIGHTNESS,spSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:15
216858,2026-04-21 01:59:17.615685,2026-04-21 01:59:17.615685,2026-04-05,0.0,7.226506024096385,1,BROAD,0.0,1,29.99,29.99,0.0,0,5000mg creatine gummies,0,ENABLED,creatine gummies,29.99,0,700.0,1,0,4.15,1,Inner-SP-KW-Creatine Gummies-creatine gummies-BM-CPC-600,391617266091470,33.33333333333333,100.0,0,13.837945981993999,1,0,197748004457307.0,USD,7.226506024096385,0,1,402815703536000,0.0,0,29.99,425782617077083,0,1.5,creatine gummies,0,1,4.15,0,DAILY_BUDGET,BROAD,1,0,4.15,Amazon,29.99,13.837945981993999,29.99,3,0,1,1,1,Inner-SP-KW-Creatine Gummies-creatine gummies-BM-CPC-600,spSearchTerm,US,INNERBRIGHTNESS,spSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:15
216864,2026-04-21 01:59:17.615685,2026-04-21 01:59:17.615685,2026-04-10,0.0,0.0,0,BROAD,0.0,0,0.0,0.0,0.0,0,5g creatine gummies,0,ENABLED,creatine gummies,0.0,0,700.0,0,0,1.1,0,Inner-SP-KW-Creatine Gummies-creatine gummies-BM-CPC-600,391617266091470,3.571428571428571,0.0,0,nan,0,0,197748004457307.0,USD,0.0,0,0,402815703536000,0.0,0,0.0,425782617077083,0,1.5,creatine gummies,0,0,1.1,0,DAILY_BUDGET,BROAD,0,0,1.1,Amazon,0.0,nan,0.0,28,0,0,0,1,Inner-SP-KW-Creatine Gummies-creatine gummies-BM-CPC-600,spSearchTerm,US,INNERBRIGHTNESS,spSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:15
216867,2026-04-21 01:59:17.615685,2026-04-21 01:59:17.615685,2026-04-08,29.99,8.330555555555556,1,BROAD,29.99,0,29.99,0.0,29.99,0,5mg creatine gummies,1,ENABLED,creatine gummies,0.0,1,700.0,1,1,3.6,1,Inner-SP-KW-Creatine Gummies-creatine gummies-BM-CPC-600,391617266091470,14.285714285714285,100.0,0,12.004001333777927,1,0,197748004457307.0,USD,8.330555555555556,1,1,402815703536000,29.99,0,29.99,425782617077083,0,1.5,creatine gummies,1,0,3.6,1,DAILY_BUDGET,BROAD,1,1,3.6,Amazon,29.99,12.004001333777927,29.99,7,1,1,1,1,Inner-SP-KW-Creatine Gummies-creatine gummies-BM-CPC-600,spSearchTerm,US,INNERBRIGHTNESS,spSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:15
216868,2026-04-21 01:59:17.615685,2026-04-21 01:59:17.615685,2026-04-06,0.0,0.0,0,PHRASE,0.0,0,0.0,0.0,0.0,0,60 magnesium glycinate gummies,0,ENABLED,magnesium glycinate,0.0,0,1.0,0,0,3.5,0,Inner-SP-KW-gumm-magnesium glaycinate-PM-CPC-56,399896724869227,100.0,0.0,0,nan,0,0,269179459475581.0,USD,0.0,0,0,369202946261989,0.0,0,0.0,423666555472075,0,1.0,magnesium glycinate,0,0,3.5,0,DAILY_BUDGET,PHRASE,0,0,3.5,Amazon,0.0,nan,0.0,1,0,0,0,1,Inner-SP-KW-gumm-magnesium glaycinate-PM-CPC-56,spSearchTerm,US,INNERBRIGHTNESS,spSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:15
216870,2026-04-21 01:59:17.615685,2026-04-21 01:59:17.615685,2026-04-04,0.0,0.0,0,PHRASE,0.0,0,0.0,0.0,0.0,0,600mg magnesium glycinate,0,ENABLED,magnesium glycinate,0.0,0,1.0,0,0,2.5,0,Inner-SP-KW-gumm-magnesium glaycinate-PM-CPC-56,399896724869227,14.285714285714285,0.0,0,nan,0,0,269179459475581.0,USD,0.0,0,0,369202946261989,0.0,0,0.0,423666555472075,0,1.0,magnesium glycinate,0,0,2.5,0,DAILY_BUDGET,PHRASE,0,0,2.5,Amazon,0.0,nan,0.0,7,0,0,0,1,Inner-SP-KW-gumm-magnesium glaycinate-PM-CPC-56,spSearchTerm,US,INNERBRIGHTNESS,spSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:15
216872,2026-04-21 01:59:17.615685,2026-04-21 01:59:17.615685,2026-04-05,0.0,0.0,0,PHRASE,0.0,0,0.0,0.0,0.0,0,800mg magnesium glycinate,0,ENABLED,magnesium glycinate,0.0,0,1.0,0,0,3.15,0,Inner-SP-KW-gumm-magnesium glaycinate-PM-CPC-56,399896724869227,33.33333333333333,0.0,0,nan,0,0,269179459475581.0,USD,0.0,0,0,369202946261989,0.0,0,0.0,423666555472075,0,1.0,magnesium glycinate,0,0,3.15,0,DAILY_BUDGET,PHRASE,0,0,3.15,Amazon,0.0,nan,0.0,3,0,0,0,1,Inner-SP-KW-gumm-magnesium glaycinate-PM-CPC-56,spSearchTerm,US,INNERBRIGHTNESS,spSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:15
216873,2026-04-21 01:59:17.615685,2026-04-21 01:59:17.615685,2026-04-09,0.0,0.0,0,TARGETING_EXPRESSION_PREDEFINED,0.0,0,0.0,0.0,0.0,0,9 in 1 magnesium complex,0,ENABLED,close-match,0.0,0,1.0,0,0,2.27,0,Inner-SP-Auto-Magnesium Complex-CPC-Low bid,387720267759382,100.0,0.0,0,nan,0,0,18976432727508.0,USD,0.0,0,0,470907115241757,0.0,0,0.0,450215071199945,0,1.0,close-match,0,0,2.27,0,DAILY_BUDGET,TARGETING_EXPRESSION_PREDEFINED,0,0,2.27,Amazon,0.0,nan,0.0,1,0,0,0,1,Inner-SP-Auto-Magnesium Complex-CPC-Low bid,spSearchTerm,US,INNERBRIGHTNESS,spSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:15
216874,2026-04-21 01:59:17.615685,2026-04-21 01:59:17.615685,2026-04-10,0.0,0.0,0,TARGETING_EXPRESSION_PREDEFINED,0.0,0,0.0,0.0,0.0,0,9-in-1 magnesium complex,0,ENABLED,close-match,0.0,0,1.0,0,0,3.0,0,Inner-SP-Auto-Magnesium Complex-CPC-Low bid,387720267759382,33.33333333333333,0.0,0,nan,0,0,18976432727508.0,USD,0.0,0,0,470907115241757,0.0,0,0.0,450215071199945,0,1.0,close-match,0,0,3.0,0,DAILY_BUDGET,TARGETING_EXPRESSION_PREDEFINED,0,0,3.0,Amazon,0.0,nan,0.0,3,0,0,0,1,Inner-SP-Auto-Magnesium Complex-CPC-Low bid,spSearchTerm,US,INNERBRIGHTNESS,spSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:15
216882,2026-04-21 01:59:17.615685,2026-04-21 01:59:17.615685,2026-04-05,0.0,0.0,0,BROAD,0.0,0,0.0,0.0,0.0,0,90 count creatine gummies,0,ENABLED,creatine gummies,0.0,0,700.0,0,0,2.38,0,Inner-SP-KW-Creatine Gummies-creatine gummies-BM-CPC-600,391617266091470,5.555555555555555,0.0,0,nan,0,0,197748004457307.0,USD,0.0,0,0,402815703536000,0.0,0,0.0,425782617077083,0,1.5,creatine gummies,0,0,2.38,0,DAILY_BUDGET,BROAD,0,0,2.38,Amazon,0.0,nan,0.0,18,0,0,0,1,Inner-SP-KW-Creatine Gummies-creatine gummies-BM-CPC-600,spSearchTerm,US,INNERBRIGHTNESS,spSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:15
216883,2026-04-21 01:59:17.615685,2026-04-21 01:59:17.615685,2026-04-06,0.0,0.0,0,BROAD,0.0,0,0.0,0.0,0.0,0,90 count creatine gummies,0,ENABLED,creatine gummies,0.0,0,700.0,0,0,3.6,0,Inner-SP-KW-Creatine Gummies-creatine gummies-BM-CPC-600,391617266091470,5.263157894736842,0.0,0,nan,0,0,197748004457307.0,USD,0.0,0,0,402815703536000,0.0,0,0.0,425782617077083,0,1.5,creatine gummies,0,0,3.6,0,DAILY_BUDGET,BROAD,0,0,3.6,Amazon,0.0,nan,0.0,19,0,0,0,1,Inner-SP-KW-Creatine Gummies-creatine gummies-BM-CPC-600,spSearchTerm,US,INNERBRIGHTNESS,spSearchTerm_innerbrightness_US_2026-03-21_2026-04-20.json,2026-04-21 01:59:15
